"ID","Exporter","E-mail Address","Postal Address","Physical Address","Location","Registration Date","Renewal Date"
"CAPITAL1","Mussa Ali Mohammed trading as Capital Distributors","capitaldistributor1@gmail.com"," ","9h Blacklock Avenue, Henderson","Auckland 0612","24/06/2020","24/06/2021"
"MANUKAVET1","MVet Management Limited","jason@manukavet.com","16 Fort Street Cambridge 3434","16 Fort Street","Cambridge 3434","27/09/2016","27/09/2021"
"NUBUPHARM1","MW Pharma Limited","mark.dye@nubupharma.com"," ","23D Rennie Drive, Mangere","Auckland 2022","15/07/2019","15/07/2021"
"MYAZNZ1","Myaz NZ Pty Limited","accounts@azcorporation.com.au"," ","17 Myland Drive, Hobsonville","Auckland 0616","24/06/2020","24/06/2021"
"SAAR12","N Pakkie vir Saarkie Limited","saarkie@xtra.co.nz"," ","64 Scott Road","Stanmore Bay 0930","30/07/2020","30/07/2021"
"NZNZ01","N&Z New Zealand Limited","praveen@ilovenandz.com","Unit G04, 4 Bluegrey Avenue Stonefields Auckland 1072 New Zealand","Unit G04, 4 Bluegrey Avenue, Stonefields","Auckland 1072","12/11/2020","12/11/2021"
"NEW1","N. Wilby Limited","neilwilby@xtra.co.nz","PO Box 36017 Merivale Christchurch 8146","19 Cheltenham Street, Merivale","Christchurch 8014","16/02/2018","8/01/2022"
"6960","NAC Trading Limited","tamara.savage@nactrading.co.nz","15 Cheetwood Street Churton Park Wellington 6037","15 Cheetwood Street, Churton Park","Wellington","6/01/2017","6/01/2022"
"NHL8","Nahana Limited","nahanaltd@gmail.com","1899 Waihi-Whangamata Road, RD1, WHANGAMATA 3691","1899 Waihi-Whangamata Road RD1","Whangamata 3691","5/10/2020","5/10/2021"
"NARVEY01","Narvey Norman Co., Limited","taifengtezhong@163.com","145 Botany Road Botany Downs Auckland 2010","145 Botany Road, Botany Downs","Auckland","20/05/2021","20/05/2022"
"NASNA1","NASNA International Pty Ltd","naser@nasna.com.au"," ","Level 13, 92 Albert Street","Auckland 1010","16/03/2021","16/03/2022"
"NATORG1","NATORG International Limited","steve.yu@natorg.nz","PO Box 230275, Botany 2163","11 Echelon Place, East Tamaki","Auckland 2013","3/07/2017","3/07/2022"
"NHL2015","Natrual & Health Life New Zealand Limited","nhealthlife.nz@gmail.com","10 Marina Heights Half Moon Bay Auckland 2012","19 Crooks Road, East Tamaki","Auckland","4/09/2018","4/09/2021"
"9429045925","Natural Apple Limited","l623164406@gmail.com","145 Peachgrove Rd Hamilton East Hamilton 3216","6 Fifth Avenue, Claudelands","Hamilton 3214","11/04/2017","23/06/2021"
"NBL01","Natural Balance Limited","barbara.zhang@nactrading.co.nz"," ","15 Cheetwood Street, Churton Park","Wellington 6037","16/06/2021","16/06/2022"
"NF01","Natural Farm Group Limited","celina@naturalfarm.co.nz","PO Box 90797 Victoria Street West Auckland 1142","14D Vega Place, Rosedale","Auckland 0632","31/10/2013","31/10/2021"
"NHL001","Natural Health Laboratories Limited","neelamr@douglas.co.nz","PO Box 45061 Te Atatu Auckland 0651","Douglas Pharmaceuticals, Corner Te Pai Place and Central Park Drive, Henderson","Auckland 0610","12/06/2012","12/06/2022"
"NHNZ2002","Natural Health New Zealand (2002) Limited","tech@naturalhealth.nz","PO Box 1226 Nelson 7040","9/1 Koru Place, Stoke","Nelson","28/06/2017","15/04/2022"
"NATHNY2","Natural Honey Limited","info@naturalhoneyltd.com","8F Vega Place Rosedale Auckland 0632","8F Vega Place, Rosedale","Auckland 0632","12/01/2016","12/01/2022"
"NL1216","Natural Line International Limited","ericeluo@naturalline.co.nz","PO Box 217027, Botany Junction, Auckland 2164","D10/119A Meadowland Drive, Somerville","Auckland 2016","28/08/2015","18/05/2022"
"NNZH7473","Natural New Zealand Honey Limited","doug@naturalextractions.co.nz","100 Foothills Road RD 3 Rangiora 7473","100 Foothills Road","Okuku","3/01/2018","3/01/2022"
"NATPET1","Natural Pet Solutions Limited","bmayhew@naturalpetsolutions.co.nz","129 Turners Road Ouruhia CHRISTCHURCH 8083","129 Turners Road, Ouruhia","Christchurch 8083","21/09/2015","21/09/2021"
"NATP2018","Natural Produce New Zealand Limited","forrest.s@naturalproduce.co.nz"," ","6 Scott Road, Hobsonville","Auckland 0618","24/09/2018","24/09/2021"
"NATRIN29","Natural Ringa Company Limited","aki@ringaringa.net"," ","203/43 Edwin Street Mt Eden","Auckland 1024","30/04/2020","30/04/2022"
"NATSOLN1","Natural Solutions Limited","mark@eastcapemanuka.co.nz","PO Box 124 Te Araroa 4050","4464 Te Araroa Road","Te Araroa 4050","4/05/2015","4/05/2022"
"NATURE01","Nature Care New Zealand Co. Limited","alexiaw@naturecare.co.nz","103 Memorial Avenue Ilam CHRISTCHURCH 8053","103 Memorial Avenue, Ilam","Christchurch","15/11/2019","15/11/2021"
"NATURE86","Nature Origin Limited","nature.origin.ltd@gmail.com","26b Hanrahan Street, Upper Riccarton Christchurch 8041","26b Hanrahan Street, Upper Riccarton","Christchurch","11/03/2020","11/03/2022"
"NPNZ11","NaturePlus New Zealand Limited","gillian@natureplus.co.nz"," ","18 Brigham Creek Road, Whenuapai","Auckland 0618","6/11/2015","6/11/2021"
"BUZZ1","Natures Buzz New Zealand Limited","info@naturesbuzz.co.nz","9 Liverpool Street Dargaville 0310 New Z ealand","9 Liverpool Street","Dargaville 0310","29/04/2005","29/04/2022"
"999999","NBL (New Zealand) Limited","eyling.woo@nznhs.com"," ","12 Harbour Ridge Drive, Wiri","Auckland 2104","16/04/2018","16/04/2022"
"NEIBAA2","NEI BAA (NZ) Limited","neibaa@xtra.co.nz","PO Box 97564 Manukau City Auckland 2241","344 Great South Road, Papatoetoe","Auckland 2025","5/01/2015","5/01/2022"
"NEKTAH1","Nekta Healthcare Limited","morlan@nekta.com","PO Box 1355 Shortland Street Auckland 1140","7 Hautu Drive, Wiri","Auckland","4/09/2015","4/09/2021"
"NEKTA2017","Nekta Klektaz 2017 Limited","wildcentralotago@gmail.com","280 Cornish Point Road, RD2 Cromwell 9384","280 Cornish Point Road","Cromwell 9384","26/09/2019","26/09/2021"
"NRPL1","Nelson & Robertson PTY Limited","alison@nelsonrob.co.nz","P O Box 71053 Rosebank AUCKLAND 1348","637 Rosebank Road, Avondale","Auckland 1026","1/11/1999","1/05/2022"
"NA1PC","Nelson Honey & Marketing (NZ) Limited","marama@nelsonhoney.com","276 Kohatu-Kawatiri Highway RD 2 Nelson 7072","276 Kohatu-Kawatiri Highway RD 2","Nelson","21/08/2012","21/04/2022"
"TASHKENT68","Neotonix Limited","info@neotonix.com","4/88 Grange Road Mount Eden Auckland 1024","Unit 8b, 89 Elice Road, Glenfield","Auckland 0629","15/11/2013","20/11/2021"
"NEPTUNE19","Neptune Pacific Agency Australia PTY Limited","Catherine.Ioane@pacificforumline.com"," ","82 Richard Pearse Drive Mangere","Auckland 2022","17/07/2019","17/07/2021"
"NESTLENZ1","Nestle New Zealand Limited","yining.xu@nz.nestle.com","P O Box 76218 Manukau Auckland 2241","244 Cavendish Drive, Wiri","Auckland 2104","1/11/1999","1/05/2022"
"PURINANP1","Nestle New Zealand Limited","Anna.MacDonald@nz.nestle.com","43 King Street Marton 4710 New Zealand","43 King Street","Marton","21/02/2020","24/03/2022"
"NRSTUD1","Nevele R Stud Limited","admin@nevelerstud.co.nz","PO BOX 16080 Hornby Christchurch 8441","852 Springs Road, Prebbleton","Christchurch","14/03/2016","14/03/2022"
"NEWAI1","New Alpha Innovation New Zealand Limited","nz_ga@newbetainnovation.com","PO Box 24196 Hillcrest Hamilton 3253","66 Riverlea Road, Hillcrest","Hamilton 3216","24/11/2014","7/12/2021"
"NEWBETA1","New Beta Innovation New Zealand Limited","rilesh.patel@newbinnovation.com","PO Box 24196 Hillcrest Hamilton 3216","66 Riverlea Road, Hillcrest","Hamilton","17/10/2019","3/10/2021"
"IMAGE2","New Image International Limited","Jitu.Mogre@newimage.asia","19 Mahunga Drive Mangere Bridge Auckland 2022","19 Mahunga Drive, Mangere Bridge","Auckland","28/06/2013","1/07/2022"
"1971624","New Image Travel and Lifestyle Limited","synashen@newimagetour.com","PO Box 59255 Mangere Bridge Auckland 2151","19 Mahunga Drive, Mangere Bridge","Auckland 2022","25/07/2013","15/05/2022"
"NEWNZ1","New NZ Limited","damon2013519@gmail.com","189 Universal Drive Henderson Auckland 0610","189 Universal Drive, Henderson","Auckland","10/09/2019","10/09/2021"
"ORIGINNZ18","New Origin NZ Limited","gavin@nolnz.com","U2, 105 Coleridge Street Sydenham Christchurch 8023","Unit 2, 105 Coleridge Street, Sydenham","Christchurch 8023","16/08/2018","16/08/2021"
"RSJ1965","New Paradise Trading Limited","info@newparadise.co.nz","11/49 Tawn Place Hamilton 3210","11/49 Tawn Place","Hamilton 3210","12/06/2018","12/06/2021"
"GLOBAL2","New Reality Global Shopping Limited","lindsayipropertiesnz@gmail.com","217B Hoon Hay Road Hoon Hay Christchurch 8025","217B Hoon Hay Road, Hoon Hay","Christchurch","11/04/2019","13/05/2022"
"KIWIORA318","New Vibes Limited","mykiwivibes@gmail.com","9 Juliet Place Forrest Hill Auckland 0620","9 Juliet Place, Forrest Hill","Auckland 0620","12/10/2020","12/10/2021"
"NEWWAVES88","New Waves International Trading Limited","seasonbuy@qq.com"," ","40a May Road, Mt Roskill","Auckland 1041","16/06/2021","16/06/2022"
"NEWWAY5","New Way Trading Limited","winnie@newway.co.nz","16 Westerham Drive Dannemora Auckland 2016","16 Westerham Drive, Dannemora","Auckland 2016","15/01/2016","15/01/2022"
"NEWWORLD1","New World Exporters Limited","johnnyliu@newworldgroup.co.nz","35 HAVEN CREST HOWICK AUCKLAND 2014 New Zealand","Unit 3/21 Ben Lomond Cresent, Pakuranga","Auckland 2010","6/05/2010","17/04/2022"
"NEWY01","New Y Trading Limited","ronnie.x@qexpress.co.nz","70 Richard Pearse Drive Airport Oaks Auckland 2022","70 Richard Pearse Drive, Airport Oaks","Auckland","5/12/2018","5/12/2021"
"NZBC5588","NEW ZEALAND BEEKEEPING COOPERATION LIMITED","nzking@hotmail.com"," ","48 Diana Drive Wairau Valley","Auckland","25/06/2019","25/06/2021"
"4BW","New Zealand Beeswax Limited","accounts@beeswax.co.nz","44 Gladstone Street South Orari, RD22 Geraldine 7992","44 Gladstone Street South","Orari","1/03/2000","1/05/2022"
"NZB16","New Zealand Biltong Company Limited","admin@nzbiltong.nz","10 Rothwell Street, Redruth Timaru 7910 New Zealand","10 Rothwell Street, Redruth","Timaru","5/10/2018","5/10/2021"
"DALIPM12","New Zealand Biomaterials (2014) Limited","dalip@nzbiomaterials.com"," ","6/4 Taylor Street, Blockhouse Bay","Auckland 0600","12/01/2015","11/12/2021"
"ZABEEL1","New Zealand Bloodstock Limited","greg.northcott@nzb.co.nz","Karaka Sales Centre 10 Hinau Road Karaka Auckland 2113","10 Hinau Road, Karaka Sales Centre","Karaka 2113","1/11/1999","1/05/2022"
"NZBC2","New Zealand Brands Corporation Limited","ankit@crazysales.co.nz","PO Box 302587 North Harbour Auckland 0751","139 Wairau Road","Auckland 0627","6/04/2017","6/04/2022"
"NZBEXP13","NEW ZEALAND BREEDER EXPORTS LIMITED","agrifinancials@gmail.com","18 Viaduct Harbour Avenue Auckland 1010 New Zealand","18 Viaduct Harbour Avenue","Auckland 1010","17/11/2020","17/11/2021"
"NZCHEESE1","New Zealand Cheese Limited","jamesasthomas@gmail.com","3/84 Spartan Road","3/84 Spartan Road","Auckland 2105","5/07/2018","5/07/2021"
"NZ0110","New Zealand Commodity Exports Limited","nzce.watts@xtra.co.nz","40 Kinsey Terrace Clifton Christchurch 8081","40 Kinsey Terrace, Clifton","Christchurch 8081","14/07/2011","21/07/2021"
"NZCP01","New Zealand Corium Processors Limited","nzcp@xtra.co.nz","604 Brunskill Road RD4 Cambridge 3496","604 Brunskill Road, RD4","Cambridge 3496","5/07/2018","5/07/2022"
"NOVEMBER93","New Zealand Dairy Collaborative Limited","Kathryn.greenslade@nzdcl.com","PO Box 300 Ashburton 7740","9 Ashford Avenue","Ashburton 7772","5/09/2016","5/09/2021"
"APPLEBY01","New Zealand Dairy Dessert Company Limited t/a Appleby Farms","kristy@applebyfarms.co.nz","26A McMahon Street Stoke Nelson 7011","26A McMahon Street, Stoke","Nelson","16/04/2019","16/04/2022"
"NZDD001","New Zealand Dairy Development Limited","song@goldenfern.net","Level 1 100 Mayoral Drive Auckland CBD Auckland 1010","Level 1, 100 Mayoral Drive, Auckland CBD","Auckland 1010","19/07/2019","19/07/2021"
"NZDP1","New Zealand Dairy Products Limited","chris@karilac.com","PO Box 7468 Wellesley Street Auckland 1141","100 Mayoral Drive","Auckland","4/05/2017","19/07/2021"
"NZDIRECT8","New Zealand Direct International Limited","yang.liu@nzdil.com"," ","1 Quartley Place, Huntington Park","Auckland 2013","12/09/2019","12/09/2021"
"ETRADING19","New Zealand E-Trading Limited","xiaoying.fu@hotmail.com"," ","1 / 28A Platina Street, Remuera","Auckland","12/09/2019","12/09/2021"
"NZE072","New Zealand Eel Processing Co Limited","nz.eel@xtra.co.nz","P O Box 43 TE KAUWHATA 3741","23 Rata Street","Te Kauwhata 3710","1/11/1999","17/04/2022"
"NZEXPED3","New Zealand Expediters Limited","info@nzexpediters.co.nz","80 Hurunui Lane RD 1 Kinloch Taupo 3377","80 Hurunui Lane, RD 1, Kinloch","Taupo","1/07/2014","18/06/2021"
"NZDANDFG1","New Zealand Family Healthcare Limited","admin@familyhealthcare.co.nz"," ","31c Cheshire Street, Parnell","Auckland 1052","2/08/2017","2/08/2021"
"OW888","New Zealand Fish Processing Limited","charlie@oceanwild.co.nz","PO Box 107001 Auckland Airport Auckland 2150","Unit 8/17 Airpark Drive, Mangere","Auckland 2022","29/06/2015","3/07/2022"
"NZGLOBAL1","New Zealand Global Ventures Limited","jason@nzglobalventures.com"," ","9A Beatrice Tinsley","Rosedale 0632","8/09/2016","11/06/2022"
"GMAX2008","New Zealand Goldmax Health Limited","stephen@goldmax.co.nz","4K Antares Place Rosedale Auckland 0632","Unit K, 4 Antares Place, Rosedale","Auckland 0632","2/07/2018","2/07/2021"
"NZGF01","New Zealand Green Farm Limited","Loay@greenfarmgroup.com","PO Box 8497 Riccarton Christchurch 8440","4 Leslie Hills Drive, Riccarton","Christchurch 8011","6/03/2018","6/03/2022"
"NZGREEN1","New Zealand Green Health Limited","nzgreenhealth@gmail.com","97 Spur Road, Stillwater Auckland 0993","97 Spur Road, Stillwater","Auckland 0993","31/10/2017","31/10/2021"
"NZHF2","New Zealand Health Food Company Limited","chrisdavis@nzhealthfood.com","PO Box 39-129 CHRISTCHURCH 8053","215 Wooldridge Road, Burnside","Christchurch 8053","4/12/2012","4/12/2021"
"NZHM007","New Zealand Health Manufacturing Limited","Kelly.eavestaff@nzhm.co.nz","PO Box 107169 Auckland Airport Auckland 2150","7 Pavilion Drive, Mangere","Auckland","19/05/2015","17/04/2022"
"HEALTH2011","New Zealand Healthcare LImited","info@nzhg.co.nz","PO Box 12860 Penrose Auckland 1642","25A O'Rorke Road, Penrose","Auckland","24/08/2015","24/08/2021"
"HEALTH2014","New Zealand Healthy Care 2014 Limited","guxin_king@hotmail.com","3 Garrett Street, Te Aro, Wellington 6011 New Zealand","3 Garrett St, Te Aro","Wellington","5/12/2014","5/12/2021"
"NZHC1","NEW ZEALAND HONEY CO. LIMITED","admin@newzealandhoneyco.com","78 Maunganui Road Mt Maunganui 3116 New Zealand","Unit 1, 18 Tamworth Lane","Gore 9710","28/02/2018","28/02/2022"
"NZHF4","New Zealand Honey Farms Limited","office@nzhoneyfarms.co.nz","235 Buchanans Road Christchurch 8042","235 Buchanans Road","Christchurch","8/05/2018","8/05/2021"
"NZHT10","New Zealand Honey Traders Limited","derrick@newzealandhoneytraders.co.nz","900B Pungaere Road RD2 KERIKERI","4329A State Highway 1, Mangamuka, RD 2","Okaihau 0476","18/06/2020","18/06/2022"
"NZKAWAH1","New Zealand Kawah Co., Limited","jane@tracefoodorigin.cn","Suite 8B, 169 Harris Road East Tamaki Auckland 2013","Suite 8B, 169 Harris Road, East Tamaki","Auckland","7/05/2020","7/05/2022"
"NZKEERLE8","New Zealand Keerle Healthy Food Limited","ugconsultantslimited@gmail.com","PO Box 28828, Remuera, Auckland 1541","Level 8, 300 Queen Street","Auckland","11/06/2019","2/07/2021"
"98889","New Zealand Live Fish Market Limited","accounts@nzlivefishmarket.co.nz","PO Box 90559 Victoria Street West Auckland 1142","14 Brigham Creek Road, Whenuapai","Auckland 0618","4/10/2017","2/11/2021"
"NZMADE01","New Zealand Made Limited","peter@gmp.net.nz"," ","12 Averton Place, East Tamaki","Auckland 2013","12/10/2018","8/11/2021"
"NZMA1","New Zealand Manuka Apiculture Limited","info@nzmagroup.co.nz"," ","Unit 1, 9 John Glenn Avenue, Rosedale","Auckland 0632","18/04/2019","16/06/2021"
"NZM3","New Zealand Manuka Limited","Robin.Jay@NZmanukagroup.com","PO Box 708 Whakatane 3120","525B State Highway 30, RD1","Whakatane 3191","20/03/2015","12/04/2021"
"MB1","New Zealand Meat Board"," "," ","Level 4, Wellington Chambers, 154 Featherston Street, Wellington 6011","Wellington 6011","6/07/2006"
"NZME1","New Zealand Meat Exports Limited","geoff.allott@qualitynz.com","P O Box 33171 Barrington Street Barrington Christchurch 8244","50a Hackthorne Road, Cashmere","Christchurch","19/07/2013","19/07/2022"
"NZMHEXP1","New Zealand Mountain Hunting Limited","travis@garyherberthunting.com","114 Garlands Road RD 9 Waimate 7979","114 Garlands Road, RD 9","Waimate","4/05/2021","4/05/2022"
"NZNHONEY1","New Zealand Native Honey Products Limited","brendan@nznativehoney.co.nz","296 Piha Road RD2 New Lynn Auckland 0772","296 Piha Road, Piha","Auckland","5/12/2018","5/12/2021"
"NATPURE8","New Zealand NatPure Limited","wenyalin@natpure.co.nz","2 Brighton Terrace Murrays Bay Auckland 0630","Unit K, 4 Antares Place, Rosedale","Auckland 0632","27/06/2016","23/06/2022"
"NZNE1","New Zealand Natural Exports Limited","info@nznaturalexports.co.nz","PO Box 53107 Auckland Airport Auckland 2150","3 Verissimo Drive, Auckland Airport","Auckland 2022","12/04/2006","12/04/2022"
"ANP1","New Zealand Natural Products Limited","liangjun@xtra.co.nz","749 Hills Road Marshlands CHRISTCHURCH 8051","749 Hills Road","Christchurch 8051","9/05/2014","9/05/2022"
"NATURALIA8","New Zealand Naturalia Limited","nzebtrade@gmail.com","6A Rewi Road Royal Oak Auckland 1023","268B Manukau Road, Epsom","Auckland 1023","28/05/2020","13/03/2022"
"NZBOUTIQ1","New Zealand Nature Boutique Limited","info@nznatureboutique.com","PO Box 33536, Takapuna, Auckland","1/8 Rewi Street, Torbay","Auckland","18/09/2019","18/09/2021"
"NZNMBL1","New Zealand New Milk Brands Limited","logistics@nznewmilk.co.nz","PO Box 73148 Auckland Airport Auckland 2150","138 Pavilion Drive, Auckland Airport","Auckland","13/01/2020","13/01/2022"
"NZNM1381","New Zealand New Milk Limited","logistics@nz.lactalis.com","PO Box 73148 Auckland Airport Auckland 2150","138 Pavilion Drive, Auckland Airport","Auckland 2150","30/08/2016","30/08/2021"
"NZNMT1","New Zealand New Milk Trading Limited","logistics@nz.lactalis.com","PO Box 73148 Auckland Airport Auckland 2150","138 Pavilion Drive, Auckland Airport","Auckland","13/10/2016","13/10/2021"
"NZNGC11","New Zealand Nutritional Goat Company Limited","rupert.soar@nznutritionalfoods.com","18 Reid Road Pukelaha RD1 Hamilton 3281","18 Reid Rd, RD1","Hamilton","3/01/2018","18/03/2022"
"NZNW126","New Zealand Nutritional Wellness Limited","accounts@nznutritional.co.nz","PO Box 53102 Auckland Airport Auckland 2150","126 Pavilion Drive, Auckland Airport","Auckland","9/01/2019","9/01/2022"
"NZNUTRIT1","New Zealand Nutritionals (2015) Limited","chrish@nznutritionals.co.nz","PO Box 871 Christchurch 8140","17 Sheffield Crescent, Burnside","Christchurch","21/11/2011","3/10/2021"
"NZOM1","New Zealand Organic Meat Limited","nz.organicmeats@gmail.com"," ","334 Waimahaka Fortification Road Rd 1","Wyndham 9891","24/06/2019","24/06/2022"
"NZPT3","New Zealand Pacific Trading Limited","mayday.frankie@gmail.com","PO Box 64086 Botany Auckland 2163","22 Keppoch Court, Dannemora","Manukau","18/05/2015","17/04/2021"
"NZP1","New Zealand Pharmaceuticals Limited","kevin.bolger@nzp.co.nz","PO Box 1869 Palmerston North 4440","68 Weld Street, RD 2","Palmerston North 4472","3/02/2000","1/05/2022"
"NZPGM1","New Zealand Premium Goat Meat Limited","john@scholefield.co.nz","P.O. Box 71 Alexandra 9320","67 Tarbert Street","Alexandra","7/06/2016","7/06/2022"
"OIKOS8691","New Zealand Pure Dairy Products Limited","Joanna.Wu@nzpuredairy.co.nz","PO Box 305468 Triton Plaza Auckland 0757","Unit 3, 14 Canaveral Drive, Rosedale","Auckland","23/03/2017","22/01/2022"
"NZPURE11","New Zealand Pure Limited","sarahg@duns.co.nz","C/- PO Box 16-020 Hornby Christchurch 8441","Level 1, 100 Moorhouse Avenue, Addington","Christchurch 8011","21/08/2015","1/09/2021"
"RH201","New Zealand Red Limited","peter@nzred.fish","PO Box 201007 AUCKLAND AIRPORT 2150","Laurence Stevens Drive, Auckland Airport","Auckland","1/08/2018","10/05/2021"
"NZRL1SNZ","New Zealand Retail Limited","accounts@newzealandretail.co.nz","PO Box 12974 Penrose Auckland 1642","716 Great South Road, Penrose","Auckland 1061","18/04/2019","18/04/2022"
"FEL412","New Zealand Seafoods 2013 Limited","anton@nzseafoods.co.nz","PO Box 19-120 Avondale Auckland 1746","20B Portage Road, New Lynn","Auckland","16/06/2011","28/05/2022"
"NZSII68","New Zealand South Island International Limited","nzsicn@gmail.com"," ","300A Princes Street, Dunedin Central","Dunedin 9016","14/01/2021","14/01/2022"
"ZHUANYE1","New Zealand Southern Hemisphere Trading Group Limited","simonye528@hotmail.com"," ","60A Birchwood Lane, Tamahere","Waikato District","5/09/2016","18/09/2021"
"NZSPRING1","NEW ZEALAND SPRING TECHNOLOGY LIMITED","synashen@newimagetour.com","PO Box 59255 Mangere Bridge Auckland 2151","19 Mahunga Drive, Mangere Bridge","Auckland","1/03/2018","1/03/2022"
"R3171","New Zealand Sugar Company Limited","Sandra.Fan@nz.wilmar-intl.com","P O Box 30 AUCKLAND 1140","100 Colonial Road, Birkenhead","Auckland","16/08/2017","16/08/2021"
"SNF435","New Zealand Supreme Natural Foods Limited","roger@nzsupremedeer.co.nz","43-51 Hyland Crescent Mangakakahi Rotorua 3015","43-51 Hyland Crescent","Rotorua 3015","1/11/1999","29/07/2021"
"TRADING1","New Zealand Trade Centre Limited","henry.li@newzealandtradecentre.com","PO Box 2108 Shortland Street Auckland 1040","38 Albert Street, Auckland Central","Auckland 1010","31/08/2020","31/08/2021"
"VALLEYGLD1","New Zealand Valley Gold Limited","western.oakes@gmail.com","2682 Motueka River West Bank Rd, RD1 Motueka 7196 New Zealand","2682 Motueka River West Bank Rd, RD1","Motueka 7196","12/10/2018","12/10/2021"
"NZWC01","New Zealand Wild Catch Limited","james.parfitt@wildcatch.co.nz","PO Box 378 Christchurch 8140","27D Birmingham Drive","Christchurch 8014","30/06/2015","30/06/2022"
"NZWSI1","New Zealand Wool Services International Limited","shipping@woolserv.co.nz","P O Box 79252 CHRISTCHURCH 8446","5 Sir William Pickering Drive","Christchurch 8053","1/11/1999","10/05/2022"
"NZWTA01","New Zealand Wool Testing Authority Limited","phil.cranswick@nzwta.co.nz","PO Box 12065 Ahuriri Napier 4144","22 Bridge Street, Ahuriri","Napier","5/03/2020","8/12/2021"
"NZYOTA2017","New Zealand Yota Limited","charles_zhang@hkyota.com","107 Sandringham Road Sandringham Auckland 1025","107 Sandringham Road, Sandringham","Auckland 1025","28/04/2017"
"HONEY4471","NEW ZEALAND-EXPERIENCE.COM LIMITED","transportsystems@gmail.com","P.O.Box 2183, Wakatipu Queenstown 9300 New Zealand","33 Brookes Road Frankton","Queenstown 9300","21/07/2020","21/07/2021"
"NEWKOR1","New-Kor Exports Limited","shilneetap@gmail.com","9-93 Main South Road, Sockburn","Christchurch","30/09/2011","30/09/2021"
"NAL31","Newasian Logistics Limited","james@nalexpress.com","PO Box 13118 Onehunga Auckland 1643","8A Rennie Drive Mangere","Auckland 2022","28/03/2017","20/01/2022"
"NEWF1","Newflands Limited","fiona@newflands.co.nz","831 Churchill Road RD1 Tuakau 2696","831 Churchill Road, RD1","Tuakau 2696","7/02/2020","20/03/2022"
"NEWDEV1","Newland Developments Limited","parkweiz@hotmail.com","Suite 3, Level 5 377-383 Sussex St Sydney NSW 2000 Australia","Unit F, 16 Torrens Rd, Burswood","Auckland 2013","17/04/2020","17/04/2022"
"NHL3","Newly Healthy Limited","newlyco2015@gmail.com"," ","Unit 10, 94 Rosedale Road, Rosedale","Auckland 0632","16/09/2019","16/09/2021"
"NZHUNT7M08","NewZealandHunting.com Limited","nzhuntmail@gmail.com","PO Box 5 Pleasant Point 7947","803 Opihi Road RD12 Pleasant Point","Totara Valley 7982","9/03/2016","9/03/2022"
"NZL167","Newzerum Limited","leo.li@newzerum.com"," ","78C South Road, Solway","Masterton 5810","12/09/2019","12/09/2021"
"20160223","Next-Gen Trading Limited","sophia888226@gmail.com","110 Smales Road East Tamaki Auckland 2013","5M 153 Broadway, Newmarket","Auckland 1023","12/10/2016","21/10/2021"
"NEZMARK1","Nezmark Dynamics Limited","bklpcreddy@gmail.com","22 Chisbury Street Churton Park Wellington 6037","22 Chisbury Street, Churton Park","Wellington","31/01/2011","24/02/2022"
"NGAPI777","Nga Pi Honey Limited","info@ngapihoney.com","PO Box 771 Kerikeri 0245","147 B Stanners Road, RD 2","Kerikeri","29/05/2019","29/05/2022"
"FEL407","Ngai Tahu Seafood Products Limited","Rodney.Tribe@ngaitahu.iwi.nz","PO Box 3787 CHRISTCHURCH 8140","6 Bolt Place, Christchurch Airport","Christchurch","4/05/2000","5/04/2022"
"PH188EX","Ngati Porou Fisheries Limited","administration@npsl.co.nz","PO Box 1296 Gisborne 4040","47-53 The Esplanade, Kaiti","Gisborne","20/12/2019","20/12/2021"
"NPHC1","Ngati Porou Holding Company Limited","tproffit@tronp.org.nz","PO Box 394, Gisborne 4040","Te Tini o Porou 75 Huxley Road, Outer Kaiti","Gisborne 4010","7/04/2021","7/04/2022"
"NGERUKURI1","Ngerukuri Limited","jkim060@gmail.com","6/34 Kitchener Road Milford Auckland 0620","6/34 Kitchener Road, Milford","Auckland","12/05/2021","12/05/2022"
"LUCKY2017","NH Health Trade Limited","nhhealth@gmail.com","12 Hector Drive Hamilton 3210","169 London Street Hamilton central","Hamilton 3204","20/06/2017","3/07/2021"
"888888","NHS (New Zealand) Pharmaceutical Limited","davy.hsu@nzhs.com","P.O. Box 76068 Manukau City Auckland 2241","12 Harbour Ridge Drive, Wiri","Auckland","15/01/2021","15/01/2022"
"NIGN2","NIG Nutritionals Limited trading as Food Contractors Limited","pankaj.sharma@nignutritionals.nz","Attn: Pankaj Sharma 19 Mahunga Drive Mangere Bridge Auckland 2022","11 Saunders Place, Avondale","Auckland","22/01/2020","23/02/2022"
"NIGN1","NIG Nutritionals Limited","pankaj.sharma@nignutritionals.nz","19 Mahunga Drive Mangere Bridge AUCKLAND 2022","19 Mahunga Drive Mangere Bridge","Auckland","22/01/2020","23/02/2022"
"NHC01","Niue Honey Company New Zealand Limited","info@niuehoney.co","PO Box 352, Orewa","24a Totara Road, Stanmore Bay","Auckland","11/01/2021","11/01/2022"
"NNNZDANN15","NNNZ Casings Limited","ricky@nnnzcasings.com"," ","10 Cook Street","Waipukurau 4200","31/08/2020","17/09/2021"
"GAEAFARM1","Noriaki Nakajima trading as Gaea Farm","gaeafarmnz@gmail.com"," ","930 Dairy Flat Highway, RD2, Albany","Auckland 0792","15/06/2020","15/06/2021"
